Text,Sentiment
dilma chance fazer bem lula ganhar eleicao tranquilamente nao fez demonstrou incompetencia,Neutral
aecio ganhar vai privatizar td dps n venham reclamar dilma vai fz merda entao p n ser burra voto branco,Neutral
obvio classe c vai votar pra dilma pois sao grande parte sao beneficiados governo acho estrategia podre,Neutral
pai brigando dilma marina tb entra ouvido sai outro,Neutral
voces votaram dilma sao totalmente idiota,Neutral
dilma ganhar vcs voltarem fazer protesto mesma vou fazer questao ir casa cada apagar fogo cu nojentos,Neutral
dilma vai ganhar todos sabemos porem voto nao vai ser aecio mt menos marina,Neutral
prefiro dilma dispute segundo turno cm aecio msm sabendo q marina fracatipo finais fla preferir vasco botafogo,Neutral
aecio ganhar vai privatizar ate cu dilma ganhar vamos ter aguentar anos roubalheira pt,Neutral
serio q arlindo chinaglia disse band q dilma nao sabia nada sobre petrobras afff idiotas ne aecio,Neutral
pt preferia enfrentar aecio t tucano votacao pifia alguns estados nordeste la dilma voltara fazer t anotem,Neutral
dilma ganhar ole ole ola seadilmaganharosonibusvaoqueimar,Neutral
reclama aecio vota dilma reclama dilma vota aecio reclama marina vota dilma reclama ah vai foder voto livre,Neutral
vota dilma nao direito reclamar sobre situacao precaria brasil,Neutral
en contamos el penal fue penal y dilma es popular escuchalo en radiolkar,Neutral
ate medo pode acontecer dilma ganhar,Neutral
mano dilma aecio nao sei prefiro morte tiro cabeca veneno rato,Neutral
segundo turno dilma aecio realmente medinho interno aecio ganhar favor nao,Neutral
dilma ganhar vai ser causa povo nordeste etc,Neutral
tomara aecio ganhe cara qje gosta gente sul diferente dilma,Neutral
turno coloquem alguem imparcial apuracao so exalta dilma corta demais bancada eleicoes,Neutral
cara comanda urnas pt dilma vai ganhar novo zzzz,Neutral
vou votar dilma sim voces acham aecio vai mudar tudo melhor esperem deitados pq pe vai cansar,Neutral
tb n sei direito mh mae q falando so sei q dilma aecio marina,Neutral
esquecem ta concorrendo dilma sao milhares vezes pior,Neutral
digo aecio vai ganhar dilma votou marina nao vota dilma,Neutral
acho aecio vai ganhar segundo turno porque povo votou marina ta bolado dilma tambem somando dois,Neutral
vc protestou vc gritou vc disse gigante acordou votou dilma parabens vc mostrou nao palavra quivergonha,Neutral
culpam nordeste dilma ganhar eleicoes parana milhao votos pra petista,Neutral
aecio vamos q vamos ganhar dilma,Neutral
n acredito q dilma vai ganhar,Neutral
vamos fazer macumba pra dilma ganhar hahaha,Neutral
brasil tse divulga el er boletin oficial dilma rousseff y aecio neves marina silva fue un pote humo mediatico,Neutral
marina dilma virgem pro eleitor parecidas muitos aspectos marina nao oportunidade errar dilma leva,Neutral
nao bem pra acreditar dilma ta frente indignada,Neutral
af dilma vai ganhar dnv,Neutral
dilma ganhar sociedade ja pode morrer,Neutral
vou seguir passos getulio ser presidenta pq pra populacao votar dilma facil ser eleita so prometer mundo antes eleicoes,Neutral
so queria poder ter direito chamar dilma vaca dar cara pra ver toma jeito v,Neutral
dilma nunca cargo politico importancia construida lula pt brasil ta bosta ganhar ole ole ola,Neutral
dilma vai ganhar to chorando canivete vcs,Neutral
podia dilma dar alouca fazer igual lulu atacar piedade aecio afundou minas brasil vem,Neutral
povo retardado p votar dilma novo pelamor,Neutral
dilma ganhar vou pra siria boa,Neutral
dilma ganhar juro desisto brasil pprt,Neutral
vadia dilma deve ganhar novo ai brasil nao vai p frente,Neutral
dilma ganhar fujo pais bj,Neutral
ganhar ai daq anos lula vai candidatar dnv vai ganhar ai anos c nao vai sair dilma lula,Neutral
lance ne ninguem larga ser trouxa primeira sabe dilma destruir brasil vez povo aprende,Neutral
dilma vai ganhar,Neutral
porra nao creio dilma vai ganhar,Neutral
dilma vai ganhar serio,Neutral
ainda nao superei dilma vai ganhar,Neutral
vota dilma nao direito reclamar nada oq adiantou ir pra rua ano atras chegar agr manter governo lixo,Neutral
n voto dilma aecio psdb merda igual pt,Neutral
dilma vai ganhar dnv,Neutral
n creio q dilma vai ganhar cara naaao,Neutral
dilma presitente sabe pq pq piores menos nao melhor vao mesma,Neutral
pra mim tanto faz tanto fez dilma aecio ganhar entao foda,Neutral
moral realmente estranho fato dilma ter tanto voto,Neutral
dilma pra presidente sacanagem aecio ganhar,Neutral
nao consigo acreditar toda expressao insatisfacao protestos resultam reeleicao dilma,Neutral
so trouxa acreditar nessas promessas politicos inclui dilma putete,Neutral
mesma raiva dilma vota nela coisa errar vez passou disso burrice,Neutral
ter votado aecio dilma pra mim ter jogado direito voto lixo sinceramente,Neutral
aecio dilma segundo turno to tipo vejo sao paulo x palmeiras pudesse perder dois,Neutral
dilma vai ganhar nao jeito,Neutral
dilma ganhar obvio q n vai investir educacao povo estudo oq voto pra querendo n vdd,Neutral
palhacada cara falando dilma nao sabe nada fala serio fala deixar fhc viver presente,Neutral
informem antes falar fez manifestacoes ano passado hoje votou dilma pessoas manifestaram sao total,Neutral
serio vcs querem dilma anos governando braisl,Neutral
excecao orgulho bom senso cachorrada correios covardia tirar mg partido fazer dilma ir bem aqui,Neutral
ah mano ta zueira cara q dilma vai ganhar,Neutral
brasileiros milhao rua pra hoje dilma ta frente pra acreditar mudanca ninguem toma iniciativa,Neutral
cuida q dilma vai sabotar aviao aecio,Neutral
chances dilma vencer segundo turno sao enormes,Neutral
dilma ganhar aecio prova definitiva torcida galo maior rival,Neutral
dilma nao pode ganhar nao,Neutral
so nao pode gay dilma ganhar,Neutral
pior pessoas votaram dilma sao pessoas votam qualquer alias primeiro acha pepel chao heuhueh,Neutral
ta bem obvio aecio dilma turno,Neutral
so observando galera festejando ida aecio pro segundo turno dilma sao farinha saco so diferenca aecio pior,Neutral
miga serio vc prefere marina dilma,Neutral
dilma vai ganhar precisa segundo turno pra decidir,Neutral
ultimo debate tava ate preferindo marina dilma duas ia chorar pra conseguir decidir,Neutral
vai ter segundo turno aecio dilma aecio vai conseguir ganhar,Neutral
ainda nao possivel saber vai disputar turno dilma rousseff gente olhem numeros serio,Neutral
gente fudeu bonito pq anular vai pra ai pode ser dilma novo,Neutral
nao direito ficar dividido turno dilma brasil avancou aecio pais recessao elite,Neutral
aecio dilma dilma melhor candidata nao venham asneiras pt vamos votar aecio nao ridiculos,Neutral
dilma vai ganhar novo sinceramente prefiro assim,Neutral
nao sei porque nao acredito globofica dizendo dilma acho tudo comprado,Neutral
aecio vai ganhar segundo turno tira dilma pt,Neutral
olha dilma aecio ganhar eleicao saio brasil ja to ate arrumando malas ne,Neutral
lendo tag dilma ganhar onibus vai queimar gente vai pagar ne trouxas,Neutral
inacreditavel dilma reeleita,Neutral
gente corre ainda tempo apagar eventos ces fizeram festa despedida dilma festinha marina silva etc,Neutral
aecio dilma voto dilma melhor merda ja ta merda pior,Neutral
dilma neves la chimbadora silva el proyecto popular lula y el neoliberalism privatizador enfrentaran en vuelta,Neutral
dilma ganhar aumentar bolsa familia so acho,Neutral
dilma podia ganhar logo p n ter segundo turno,Neutral
nao chamem pobre pq gosto dilma pobres sao vcs odiarem causa centavos,Neutral
verdade vc ta torcendo pra dilma ganhar,Neutral
protestos achava nacao poderia ir pra frente dilma ganhar,Neutral
nesse momento votos apurados dilma aecio pergunta faco acreditar pesquisa,Neutral
fico impressionado existe tanta gente reclama br vota dilma,Neutral
mato grosso daecio dilma,Neutral
dilma ganhar ole ole ola,Neutral
hehehe dilma x aecio disse sujo mal lavado eleicoes,Neutral
dilma ta longe ser candidata ideal dilma aecio mil vezes dilma,Neutral
dilma ganhar menos consciencia nao ajuda voto,Neutral
boa noite f dilma vai ganhar novo,Neutral
iiiii otariosss dilma vai ganhar,Neutral
dilma ganhar nao so nordeste ate minas votada,Neutral
pra dilma nao ganhar pode ter ate quinto turno foradilma aecio,Neutral
achei estranho aqui recife marina ficou empate dilma cada eleitor marina interior tambem,Neutral
dilma ganhar vou exilar paris fiquem ap,Neutral
man dilma ganhar vou ter mudar fc pro carrosel p emabiggestfansjustinbieber mpn beliebers,Neutral
nao dilma ja pararam pra pensar realmente aecio sera bom governante estudem governo psdb passado brasil,Neutral
dilma ganhar novo vou embora pra rio azul whaaaaaaaaaaaaaaaaaaaaaaaat,Neutral
ae cade ptistas aqui df demos chute agnelo dilma terceiro lugar recado dado hahahahaha,Neutral
aecio coloco marina bolso turno vai ganhar dilma,Neutral
dilma ganhar vai tomar cu causa oposicao outros cargos,Neutral
dilma ganhar vai ficar quatro anos roubando pais ficando cada vez bosta emabiggestfansd,Neutral
ta ai todo mundo protesta faz quebra quebra acontece dilma votos povo gosta sofrer,Neutral
queria agradecer fundo coracao todos eleitores dilma foderem ainda pais levando bolivarismo,Neutral
povo brasileiro buuuuuuuuuuuuuuuurro naosabemvotar serio dilma aecio,Neutral
gigante dormiu verdade hibernou dilma aecio,Neutral
ultima pesquisa somando aecio marina nao alcancava dilma ue ibope estranho ne,Neutral
namoral dilma ganhar desisto brasil tantos protestos pra merda nenhuma sentindo indignada,Neutral
dilma pt agradecer ter pessoas acham sairem governo acaba bolsa familia,Neutral
deus dilma nao ganhar turno prefiro morre,Neutral
protestos acorda brasil gigante acordou vamos mudar resultado dilma eleicao,Neutral
dilma ganhar novo vou orar pra santa burrice desse povo pq cruz,Neutral
ain dilma aecio prefiro aecio caralho velho unfollow amor unfollow,Neutral
gostaria alguem desse bom motivo nao votar dilma,Neutral
rico critica governo dilma pq nao quer ver pobre comer melhor animal estimacao falo,Neutral
brezilyadilma rousseff la ilk sirada turda rakibi neo liberal neves bu durumda rousseff hemen hemen garantiliyor,Neutral
brasil jeito dilma vai ganhar dnv,Neutral
dilma ganhar,Neutral
pais pras ruas vota dilma acreditar nisso,Neutral
protesto lindo p votar dilma valeu brasil,Neutral
vergonha q ia ser deus livre deixa dilma,Neutral
dilma vai ter q rebolar boquinha garrafa ganhar turno aecio surpreendendo eleicoes eleicoes foradilma chupadilma,Neutral
dilma verdadeiro massacre nordeste voces acham ruim gente fala contra numeros nao ha argumentos,Neutral
nao acredito dilma vai ganhar serio pqp,Neutral
velho pessoas votaram dilma cabeca deus,Neutral
dilma nao pode ganhar porra dnv,Neutral
so agradeco dilma nao ganhar primeiro turno,Neutral
dilma ganhar segundo turno dai ferrou ferrou ferrou brasilmarina forapt aecio ptnuncamais,Neutral
dito feito custo acreditar dilma possa ganhar segundo turno serio desculpem,Neutral
demito desse pais dilma ganhar,Neutral
ah gente amor deus vcs preferam dilma previdencia serio dilma,Neutral
obvio q dilma,Neutral
dilma pode ganhar so causa nordeste,Neutral
sendo chamado esquerda votar dilma gente nao ser esquerda ser sensato,Neutral
dilma n pode ganhar velho q saco,Neutral
dilma le tranco el juego los votos marina muy probable vayan directo neves,Neutral
vai ter segundo turno infelizmente dilma vai ganhar,Neutral
dilma vai ganhar ta,Neutral
cara deus quiser vai dar algum jeito dilma nao ganhar,Neutral
trocar dilma aecio trocar sujo mal lavado,Neutral
dilma podes arrumar coisas levar corruptos segundo turno nao passas,Neutral
dilma sabe matematica igual inventa dado nao existe,Neutral
dilma aecio turno agora pergunto porque raios povo fez protesto ano passo chegar ano deixa sujo mal lavado,Neutral
prevejo discursos gigante acordou peticoes online impeachment dilma,Neutral
dilma ganhar segundo turno toda manifestacao jul desisto desse pais,Neutral
gigante acordou dilma ta fazendo dormir novo,Neutral
dilma ganhar di novo sinceramente vou ir morar estados unidos pq nao ta dando,Neutral
dilma vim aqui agradecer vou ser primeira jogar pedra naquela vadia serio,Neutral
nao compararem estadio mil q vaiou dilma milhoes eleitores claro q n vai bater nao to defendendo longe disso,Neutral
gente dizendo dilma aecio dilma ganhar ai senhor,Neutral
galera acha dilma manda tudo primeiro votem certo vereadores deputados governadores outros dai vao ver diferenca,Neutral
dilma voto piaui estados pobres pais bolsa familia falando alto la,Neutral
certeza dilma nao apoia acho vai apoiar aecio nariz torcido nao pra garantir,Neutral
hay q ideologizar campahacerla clasistaexplotar q dilma es candidata d pobres y aecio candidato d ricos analista en,Neutral
porra dilma nao pra ganhar tambem aecio,Neutral
curioso aecio tomou pau dilma estado minas onde citou orgulho aprovacao,Neutral
fazem protesto votaram dilma aecio fico perguntando burrice doenca mental,Neutral
dilma vc ganhar quero ver td oq vc prometeu d ein,Neutral
acho engracado povo protestar reivindicar direitos etc chegar la hora votar dilma sentido,Neutral
podia ser melhor tres ne turno marina vs aecio qm vencer contra dilma eleicoes,Neutral
nao corrupcao motivo voces nao votarem dilma corrupto todos sao,Neutral
proximos anos serao f aecio vai ganhar nao dilma reina soberana nordeste mg rj,Neutral
falando serio menos cagada desses dois dilma ja imaginaram aecio presidente representando brasil la ate medo pensar,Neutral
dilma y lula son igual peores los k,Neutral
so hoje vi adesivo dilma leve pt junto umas x todos carros custam acima mil dilmas,Neutral
apoio marina silva sera decisivo segundo turno presidente brasil diferenca aecio dilma pequeno,Neutral
dilma ganhar brasil ta lixo pq pra fazer campanha simpatica,Neutral
vai ganhar dilma nao acredito,Neutral
dilma vc vai ganhar disso ja sabemos entao compre proxima copa,Neutral
dilma ganhar considero naturalizada americana,Neutral
cu dilma ganhar demito,Neutral
outra deixa dilma quietinha la lugar daqui anos sabe algo melhor pra votar,Neutral
nao aceito dilma ganhando rio povo burro,Neutral
pq aecio ganhar dilma segundo turno flop desse pais so vai aumentar,Neutral
dilma ganhar amanha nao vou pra escola,Neutral
dilma so nao ganha aecio dois estados logico sp nao entende porra nenhuma,Neutral
aecio vai ganhar porque debate so perdeu x pra luciana pro dudujorge dilma nao sabe falar lula,Neutral
ta serio gente dilma nao pt nao chega pt nao aguento pt,Neutral
vcs sao merda vaiaram tanto dilma copa manifestacoes ano passado ganhando,Neutral
patetico y pirata telesur pasa micro q tenian preparado diciendoel electorado respaldo masivamente las politicas dilma con,Neutral
aturar anos saude educacao seguranca tudo precarias dilma lixona porra povo burro caralho,Neutral
acho inacreditavel pessoas votarem dilma so bolsa familia afins,Neutral
fizeram oq fizeram pra dps votarem dilma novamente direito voto jogado lixo chance desperdicada,Neutral
nao quero levar exatamente lado duro ver gente acesso informacao acreditar brasil dilma perfeito,Neutral
galera olha aqui dilma nao vai ganhar pq eh lixo,Neutral
alias programa intercambio high school p ensino medio publico criado governo dilma sabiammmm,Neutral
nao entendo dilma consegue ganhar aqui rj,Neutral
dilma ganhar vou rir tanto fez papagaiada twitter,Neutral
dilma ganhar aecio nao nao,Neutral
dilma vai segundo turno vimos gigante acordou haha brasileiro piada,Neutral
agora ta ganhando aecio ae deus sera ganha unica pessoa nao pode ganhar dilma,Neutral
povo reclama tanto mudanca vota mesma merda sempre dilma pt euvoteimarina vai chorar cama lugar quente,Neutral
nao entendo gnt nao vejo alma dizendo deseja vitoria dilma ainda consegue estar frente mole nao entendo msm,Neutral
dilma ganhar fica entendido povo brasileiro burro,Neutral
brasileiros acharam x alemanha pouco resolveram torturar levando aecio dilma pro turno raca,Neutral
povo fez puta revolta pra voltar dilma novo incrivel sabem votar turno pensem nojera dilma valeu,Neutral
datafolha falando q dilma ia ganhar tal,Neutral
brasil parece obvio la vuelta sao paulo y cia sera neves y el interior pobre dilma pero y la clase media emergente,Neutral
queridos podem reclamar dilma vai ganhar,Neutral
engracado eh aecio perder pra dilma estado pq alguem explica,Neutral
preconceito continua aecio dilma sujo mal lavado nordeste voto pra dilma explodir,Neutral
ano passado todo mundo querendo queimar cara dilma ia fica igual ok ano todo mundo coracaoces sao troxa,Neutral
juro dilma ganhar segundo turno vou buzinar frente casa todos voces,Neutral
acho impressionante memoria povo ano passado todos queriam dilma hoje segundo turno,Neutral
dilma vai ganhar pra provar brasileiro gosta tomar meio cu,Neutral
vamos fe dilma ganhar acredito vai cumprir disse sobre seguranca,Neutral
gente verdade historia urnas fraudadas pra favorecer dilma,Neutral
dilma pais melhornao queremos prototipo collor aecio dilma presidente gigante acordado nunca,Neutral
dilma ganhar brasil inteiro merece paulada,Neutral
comentario cientista politico dilma pode subir segundo turno diminuir depende votos marina brilhante aula logica,Neutral
aceitem dilma vai ganhar novo,Neutral
ta d sacanagem dilma vai ganhar novo partiu morar tunisia,Neutral
sinceramente acho dilma ganhar vai ser causa nordeste nao razao pra todo odio contra nordestino,Neutral
dilma ganhar povo vier graca pra fazer protesto daqui tempo vai levar uns tapa cara senta aguenta,Neutral
dilma ganhar to nessa junto pipo ir pra pais,Neutral
nao consigo acreditar q todos protestos ainda boa parte populacao q continua acreditando dilma,Neutral
casa todos indignados resultado so milhoes votos queremos ver mapa onde dilma ganhou turma jovem votou,Neutral
todo mimimi gigante acordou pra deixar pais maos dilma ja provou b n capacidade,Neutral
fico indignada dilma ta conseguindo ganhar,Neutral
entendo acho louvavel digo apenas defenderei segundo turno voto triste dilma,Neutral
ah gente plmdds dilma ganhar dnv ne pqp,Neutral
falam mal dilma enquanto estudante federal antes beneficiado bolsa familia nao reclamar visao,Neutral
lula dilma devem estar lamentando agora nao tentaram fazer lei midia agora nao adianta chorar globo segundo turno,Neutral
nao quero acreditar talvez dilma ganhe novo,Neutral
liguei p dilma sinal ocupado,Neutral
dilma popular rio janeiro,Neutral
aecio ganhar vai ser mesma coisa q dilma ta comando acordem trouxas so versao azul direitista,Neutral
mano mae votou dilma tchau nao fale duas cm tudo ainda igual,Neutral
so falta dilma ganhar,Neutral
aecio x dilma vamos segundo turno acordo pesquisas tendencia linear votos praticamente fato,Neutral
nao consigo acreditar fato dilma estar segundo turno deus cara ate onde nivel burrice brasileiro pode chegar,Neutral
aecio ganhar tomo cu pq nao gosta nordeste dilma ganhar tomo cu tb,Neutral
galera votando dilma gigante nao acordado,Neutral
noooooojo nordeste nada preconceito nada disso dilma serio malditos programas sociais nao explicacao forapt,Neutral
todo mundo reclama dilma nunca vi ninguem defender votos estranho nao,Neutral
nao vamos sambar cara dilma so pra nao ganhar,Neutral
dilma ganhar demito desse pais,Neutral
aecio governador minas voces nao concordam dilma ganhar aqui prova psdb nao fez nada aqui,Neutral
ah serio dilma reeleita,Neutral
tendencia psb apoiar dilma marina enxuga choro agora precisamos derrotar mal maior,Neutral
unica coisa q falo sobre eleicao dilma n pode ganhar buceta eleicao n pode n vai amem,Neutral
falaram tanto gigante acordou tal acho q continuou dormindo votaram dilma dnv fizeram revolucao toda atoa,Neutral
bom esperado dilma aecio turno votos marina vao pro pt psdb morre praia novo,Neutral
nao gostou opcao aecio dilma pro segundo turno botao la chamado branco nao sei ja viu entao encher,Neutral
ah dilma ganhar vou matar d,Neutral
tamo fuuuuuuuuuuuuuuuuuuuudido dilma ganhar votem aecio aecio eleicoes,Neutral
dilma ganhar vou mandar tomar cu proximo trouxa reclamar educacao saude etc,Neutral
merda dilma vai ganhar novo,Neutral
vergonha ver q dilma achei q brincadeira pesquisas ganhar saio pais porque n mereco morar aqui,Neutral
nao acredito dilma vai ganhar,Neutral
parabens vc votou dilma vc belo imbecil,Neutral
vim futuro pra dizer dilma vai ganhar,Neutral
dilma ganhar quero ver ninguem futuramente reclamando politica brasil estao jogando chance mudar zorra,Neutral
vcs nao podem querer mandar voto alheio votando dilma novo devem saber merda tao fazendo,Neutral
quase desespero subida dilma deus livre vou mudar canal,Neutral
nao acredito dilma ficou primeiro lugar porra pode cara pqp quero chorar agr quanto povo merda urnas viu,Neutral
serio dilma,Neutral
dilma ganhar povo vim querer fazer manifestacao vou ajudar choque moral,Neutral
dilma ganhar ver neguinho fazendo manifestacao juro deus q dou cara,Neutral
fico cara c gente q vota dilma n sofrer preconceito pqp,Neutral
nao entendo povo ruas protestar contra governo vaiou dilma copa criticou roubo petrobras quer tudo igual,Neutral
obvio prefiro dilma nao falar so dar lida minutos vc entende plantaobrasilbrnewsasp nid,Neutral
vcs culpando nordeste votarem dilma ah cara crescam boa vcs ja sabiam iria ganhar pra continuam reclamando,Neutral
to indignado ta bom governo fhc necessario lula arrumou deu oportunidade pra nao quis dar ai dilma caga,Neutral
engracados vcs odiarem dilma aumento passagem passe livre nao preciso pagar centavo entao chorem,Neutral
ue falaram tanto dilma vai ganhar ano novo,Neutral
exatamente povo acha dilma saindo brasil vai mudar noite pro dia capaz ficar pior,Neutral
verdade povo burro dilma aecio sao mesma mercado,Neutral
papelao viu jovens dilma ganhar vai rir todos nasceu pra ser otario vai morrer otario,Neutral
dilma ganhar desiste brasil vtnc,Neutral
dilma ganhar dps voces derem revoltados fizerem protestos saibam estao razao ta mao voces tempo,Neutral
ehhh galera dilma vai ganhar novo,Neutral
segundo turno affs velho dilma nao podia chegar teceiro primeiro,Neutral
nao votando dilma longe mim conta nao normal,Neutral
so vejo elite apoiando aecio nordeste idolatra dilma pt conclusao chega,Neutral
dilma frente porque gigante acordou hein imagina dormindo,Neutral
dilma nao pode ganhar maneira alguma olha saude ainda quer aumentar duracao curso medicina anos,Neutral
deus dilma ficar quatro anos presidencia mudo desse pais puta merda,Neutral
bora ganhar trem dilma,Neutral
fato pmdb apoiou dilma temer outros vao turno,Neutral
hipocrisia gigantesca fazer manifestacoes tudo pra agora dilma ganhar sa porra,Neutral
turno confirmado presidencia dilma agora vai ter arrumar grana,Neutral
pqp aecio n pode ganhar nao galera quero morar australia tudo pago dilma uai,Neutral
dormi sininho maravilhoso acordei noticia dilma ta liderando eita povo imbecil,Neutral
ta medo ebola to medo dilma ganhar sim,Neutral
ontem tava gritando gigante acordou hoje votou dilma bando hipocritas,Neutral
dilma ganhar posto video cantando b,Neutral
ah outra candidata votos genro eleitores sao esquerda votam dilma achar menos pior q psdb,Neutral
dilma nao pode ganhar pezao tambem nao,Neutral
povo burro sabia dilma ia pro segundo turno brasileiro bom pra caiaio,Neutral
dilma ganhar mudo eua,Neutral
dilma ganhando continua lixo pais chamado brasil disgusting,Neutral
sei dilma lixo pt idem vcs tao votando aecio pra tirar dilma serio serio vcs sabem aecio,Neutral
nao acredito vai ter turno desnecessario dilma vai ganhar todo jeito zz,Neutral
dilma apanhou debate normal imagina x hahaha ai corasaum,Neutral
dilma ganhar mudo pra cuba pra investir medicina,Neutral
disse dilma ia ganhar agr disse,Neutral
dilma sinha descarada vamos ganhar aecio viu peloamor,Neutral
dilma aecio segundo turno sinuca bico sujo mal lavado,Neutral
dilma votos aecio certo elavenceu matematica eleicao nao sentido vencer,Neutral
dilma aecio serio,Neutral
gigante dormiu cade evolucao brasil dilma novo nao,Neutral
institutos pesquisa brasil datafolha ibope aliado corruptos ladroes pt dilma vem,Neutral
vai dar cu viadinho melhor q votar dilma,Neutral
pra dilma ganhar prefiro devolver brasil pros indios pedir desculpas foradilma forapt,Neutral
dilma ja ruim imagina outros candidatos pra ver claramente sao despreparados,Neutral
dilma ganha fica tudo igual agr img aecio gabhar brasil vira ponta cabeca marina sei la,Neutral
falam falam dilma votam nela vsf ninguem vai fazer melhor entao vao tomar cu,Neutral
pai convencido aecio ganha dilma vai ganhar bagaca novo pais bosta,Neutral
dia luciana genro dilma aecio sujo falando mal lavado,Neutral
falar q israel outros paises dilma aparece praticamente indices voto continua lideranca tudo comprado,Neutral
vontade bater cada votou dilma,Neutral
vc n sabichao politica falar mal dilma aecio marina,Neutral
fdp dilma vai ganhar novo,Neutral
vai sim rt sera aecio vai ganhar dilma hora pra outra,Neutral
dilma ganhar vcs quiserem fazer protesto mando td tomar cu,Neutral
dilma voce pode ate ganhar nunca ajuda voto,Neutral
dilma ganhar ja vou arrumando malas,Neutral
dilma ganhar tera impeachment aguarde pra ver,Neutral
